id,last_click,last_url,input_text,cover_text,selected_image,time_stamp
4103,"Shop Artist button,URL=http://127.0.0.1:8000/kiosk/",blank,,blank,,2014-12-15 15:20:00.455000+00:00
4104,"Shop Occasions button,URL=http://127.0.0.1:8000/kiosk/",blank,,blank,,2014-12-15 15:20:10.965000+00:00
4105,"Subcategory Sympathy button,URL=http://127.0.0.1:8000/kiosk/",blank,,blank,,2014-12-15 15:20:12.730000+00:00
4106,"Opened emilyj_20140428005444.jpg,URL=http://127.0.0.1:8000/kiosk/Sympathy/",blank,,blank,,2014-12-15 15:20:20.540000+00:00
4107,"Inside button or suggested text clicked,URL=http://127.0.0.1:8000/kiosk/Sympathy/",blank,,blank,,2014-12-15 15:20:29.908000+00:00
4108,"Back of card button clicked,URL=http://127.0.0.1:8000/kiosk/Sympathy/",blank,,blank,,2014-12-15 15:20:33.022000+00:00
4109,"Inside button or suggested text clicked,URL=http://127.0.0.1:8000/kiosk/Sympathy/",blank,,blank,,2014-12-15 15:20:45.685000+00:00
4110,"Inside button or suggested text clicked,URL=http://127.0.0.1:8000/kiosk/Sympathy/",blank,Sorry for your loss. ,blank,,2014-12-15 15:20:57.831000+00:00
4111,"Gray area used to close,URL=http://127.0.0.1:8000/kiosk/Sympathy/",blank,"Sorry for your loss. NEWLINE",blank,,2014-12-15 15:22:48.690000+00:00
4112,"Back button to start screen,URL=http://127.0.0.1:8000/kiosk/Sympathy/",blank,,blank,,2014-12-15 15:22:53.118000+00:00
4113,"Shop Occasions button,URL=http://127.0.0.1:8000/kiosk/",blank,,blank,,2014-12-15 18:03:11.798000+00:00
4114,"Subcategory Birthday button,URL=http://127.0.0.1:8000/kiosk/",blank,,blank,,2014-12-15 18:03:13.157000+00:00
4115,          Hourly restart,blank,blank,blank,blank,2014-12-15 18:09:15.503000+00:00
4116,"Ad for Your Town,URL=http://127.0.0.1:8000/kiosk/",blank,,blank,,2014-12-15 19:00:42.959000+00:00
4117,"Back button to start screen,URL=http://127.0.0.1:8000/kiosk/New_River_Valley/",blank,,blank,,2014-12-15 19:00:47.245000+00:00
4118,"Shop Artist button,URL=http://127.0.0.1:8000/kiosk/",blank,,blank,,2014-12-15 19:00:52.287000+00:00
4119,"Artist search for Old Grey Sea Wolf,URL=http://127.0.0.1:8000/kiosk/",blank,,blank,,2014-12-15 19:00:58.243000+00:00
4120,"Back button to start screen,URL=http://127.0.0.1:8000/kiosk/Artists/?artistSearch=Old%20Grey%20Sea%20Wolf",blank,,blank,,2014-12-15 19:01:00.020000+00:00
4121,"Ad for Your Town,URL=http://127.0.0.1:8000/kiosk/",blank,,blank,,2014-12-15 23:55:40.892000+00:00
4122,"Local artists preference value button,URL=http://127.0.0.1:8000/kiosk/New_River_Valley/",blank,,blank,,2014-12-15 23:55:47.966000+00:00
4123,          Hourly restart,blank,blank,blank,blank,2014-12-16 00:01:47.879000+00:00
4124,"Preview for Your Town ad,URL=http://127.0.0.1:8000/kiosk/",blank,,blank,,2014-12-16 02:26:13.057000+00:00
