id,last_click,last_url,input_text,cover_text,selected_image,time_stamp
4213,"Shop Collections button,URL=http://127.0.0.1:8000/kiosk/",blank,,blank,,2014-12-06 15:09:22.021000+00:00
4214,"Shop Collections button,URL=http://127.0.0.1:8000/kiosk/",blank,,blank,,2014-12-06 15:09:22.627000+00:00
4215,"Ad for New Additions,URL=http://127.0.0.1:8000/kiosk/",blank,,blank,,2014-12-06 15:09:23.922000+00:00
4216,"Opened tinybee_20141103014103.jpg,URL=http://127.0.0.1:8000/kiosk/New_Additions/",blank,,blank,,2014-12-06 15:09:26.142000+00:00
4217,"Gray area used to close,URL=http://127.0.0.1:8000/kiosk/New_Additions/",blank,,blank,,2014-12-06 15:09:26.878000+00:00
4218,"Go home button,URL=http://127.0.0.1:8000/kiosk/New_Additions/",blank,,blank,,2014-12-06 15:09:27.240000+00:00
4219,"Shop Collections button,URL=http://127.0.0.1:8000/kiosk/",blank,,blank,,2014-12-06 15:11:45.008000+00:00
4220,"Subcategory Something_else button,URL=http://127.0.0.1:8000/kiosk/",blank,,blank,,2014-12-06 15:11:45.943000+00:00
4221,"Opened horizontal.jpg,URL=http://127.0.0.1:8000/kiosk/Something_else/",blank,,blank,,2014-12-06 15:11:49.679000+00:00
4222,"Inside button or suggested text clicked,URL=http://127.0.0.1:8000/kiosk/Something_else/",blank,Just a test card.,blank,,2014-12-06 15:11:50.588000+00:00
4223,"Checkout button,URL=http://127.0.0.1:8000/kiosk/Something_else/",blank,Just a test card.,blank,horizontal.jpg,2014-12-06 15:11:51.579000+00:00
4224,"Successful coupon: pennytest,URL=http://127.0.0.1:8000/kiosk/Something_else/",blank,Just a test card.,blank,horizontal.jpg,2014-12-06 15:11:56.899000+00:00
4225,"credit,ADAM A,DONATO,1417878724----------------------------------------------------------------------------------------",blank,Just a test card.,blank,horizontal.jpg,2014-12-06 15:12:04.012000+00:00
4226,"Card accepted,URL=http://127.0.0.1:8000/kiosk/Something_else/",blank,Just a test card.,blank,horizontal.jpg,2014-12-06 15:12:09.031000+00:00
4227,blank,blank,blank,blank,blank,2014-12-06 15:12:09.587000+00:00
4228,blank,blank,blank,blank,blank,2014-12-06 15:12:09.638000+00:00
4229,No prints in queue,blank,blank,blank,blank,2014-12-06 15:13:25.188000+00:00
